Date,Close
2013-06-16 23:58,0.0657986
2013-06-17 23:58,0.06561395
2013-06-18 23:58,0.06424425
2013-06-19 23:58,0.063554591
2013-06-20 23:58,0.06301746
2013-06-21 23:58,0.06337719
2013-06-22 23:58,0.06337719
2013-06-23 23:58,0.06337719
2013-06-24 23:58,0.063314232
2013-06-25 23:58,0.063377649
2013-06-26 23:58,0.063005228
2013-06-27 23:58,0.063917492
2013-06-28 23:58,0.063543212
2013-06-29 23:58,0.063543212
2013-06-30 23:58,0.063543212
2013-07-01 23:58,0.064104669
2013-07-02 23:58,0.06300567
2013-07-03 23:58,0.0627382
2013-07-04 23:58,0.062014212
2013-07-05 23:58,0.062021938
2013-07-06 23:58,0.062083164
2013-07-07 23:58,0.062083164
2013-07-08 23:58,0.062279046
2013-07-09 23:58,0.061990535
2013-07-10 23:58,0.063813122
2013-07-11 23:58,0.063150812
2013-07-12 23:58,0.062929425
2013-07-13 23:58,0.062929425
2013-07-14 23:58,0.062929425
2013-07-15 23:58,0.06342066
2013-07-16 23:58,0.0637
2013-07-17 23:58,0.063274349
2013-07-18 23:58,0.063581581
2013-07-19 23:58,0.063546323
2013-07-20 23:58,0.063546323
2013-07-22 23:58,0.063393506
2013-07-23 23:58,0.06341859
2013-07-24 23:58,0.06383292
2013-07-25 23:58,0.064615585
2013-07-26 23:58,0.063971765
2013-07-27 23:58,0.063971765
2013-07-28 23:58,0.063971765
2013-07-29 23:58,0.063367875
2013-07-30 23:58,0.062502557
2013-07-31 23:58,0.062351591
2013-08-01 23:58,0.062490305
2013-08-02 23:58,0.062112925
2013-08-03 23:58,0.062112925
2013-08-04 23:58,0.062112925
2013-08-05 23:58,0.062064205
2013-08-06 23:58,0.061178117
2013-08-07 23:58,0.06200838
2013-08-08 23:58,0.062091824
2013-08-09 23:58,0.061791309
2013-08-12 23:58,0.061611984
2013-08-13 23:58,0.061668062
2013-08-14 23:58,0.061523672
2013-08-15 23:58,0.061574225
2013-08-16 23:58,0.0606837
2013-08-17 23:58,0.06074475
2013-08-18 23:58,0.06074475
2013-08-19 23:58,0.059784162
2013-08-20 23:58,0.05961735
2013-08-21 23:58,0.058321836
2013-08-22 23:58,0.057749895
2013-08-23 23:58,0.05909337
2013-08-24 23:58,0.05909337
2013-08-25 23:58,0.05909337
2013-08-26 23:58,0.058423072
2013-08-27 23:58,0.057327746
2013-08-28 23:58,0.057376656
2013-08-29 23:58,0.05707207
2013-08-30 23:58,0.057123825
2013-08-31 23:58,0.057123825
2013-09-02 23:58,0.05681928
2013-09-03 23:58,0.05530093
2013-09-04 23:58,0.056579526
2013-09-05 23:58,0.056333278
2013-09-06 23:58,0.058355275
2013-09-07 23:58,0.058355275
2013-09-08 23:58,0.058355275
2013-09-09 23:58,0.05836005
2013-09-10 23:58,0.0591448
2013-09-11 23:58,0.060046555
2013-09-12 23:58,0.0589422
2013-09-13 23:58,0.0595608
2013-09-14 23:58,0.0595608
2013-09-15 23:58,0.0595608
2013-09-16 23:58,0.059942043
2013-09-17 23:58,0.05928155
2013-09-18 23:58,0.060561992
2013-09-19 23:58,0.061112
2013-09-20 23:58,0.06019532
2013-09-21 23:58,0.06019532
2013-09-22 23:58,0.06019532
2013-09-23 23:58,0.06007113
