Date,Close
2013-06-16 23:58,0.6181035
2013-06-17 23:58,0.62344519
2013-06-18 23:58,0.617799
2013-06-19 23:58,0.61002807
2013-06-20 23:58,0.6135504
2013-06-21 23:58,0.614376
2013-06-22 23:58,0.6134238
2013-06-23 23:58,0.6134238
2013-06-24 23:58,0.61721856
2013-06-25 23:58,0.61626714
2013-06-26 23:58,0.61684408
2013-06-27 23:58,0.61752888
2013-06-28 23:58,0.61728462
2013-06-29 23:58,0.61728462
2013-06-30 23:58,0.61728462
2013-07-01 23:58,0.62168766
2013-07-02 23:58,0.61274892
2013-07-03 23:58,0.61724475
2013-07-04 23:58,0.6101745
2013-07-05 23:58,0.61005899
2013-07-06 23:58,0.61066122
2013-07-07 23:58,0.61066122
2013-07-08 23:58,0.61719696
2013-07-09 23:58,0.60876235
2013-07-10 23:58,0.62403296
2013-07-11 23:58,0.61681637
2013-07-12 23:58,0.61500868
2013-07-13 23:58,0.61500868
2013-07-14 23:58,0.61500868
2013-07-15 23:58,0.6190128
2013-07-16 23:58,0.6166472
2013-07-17 23:58,0.61280659
2013-07-18 23:58,0.61948306
2013-07-19 23:58,0.61528321
2013-07-20 23:58,0.61528321
2013-07-22 23:58,0.61748412
2013-07-23 23:58,0.6184953
2013-07-24 23:58,0.61610334
2013-07-25 23:58,0.6212895
2013-07-26 23:58,0.6169471
2013-07-27 23:58,0.6169471
2013-07-28 23:58,0.617177
2013-07-29 23:58,0.6149142
2013-07-30 23:58,0.62084968
2013-07-31 23:58,0.6178197
2013-08-01 23:58,0.61702093
2013-08-02 23:58,0.61915
2013-08-03 23:58,0.6201447
2013-08-04 23:58,0.6201447
2013-08-05 23:58,0.61790155
2013-08-06 23:58,0.60843783
2013-08-07 23:58,0.62121045
2013-08-08 23:58,0.61695584
2013-08-09 23:58,0.61339392
2013-08-12 23:58,0.6186096
2013-08-13 23:58,0.6200305
2013-08-14 23:58,0.6171903
2013-08-15 23:58,0.6181134
2013-08-16 23:58,0.61288052
2013-08-17 23:58,0.6134971
2013-08-18 23:58,0.6217755
2013-08-19 23:58,0.624453
2013-08-20 23:58,0.61776
2013-08-21 23:58,0.6171426
2013-08-22 23:58,0.6086745
2013-08-23 23:58,0.61112466
2013-08-24 23:58,0.61112466
2013-08-25 23:58,0.6195569
2013-08-26 23:58,0.61464108
2013-08-27 23:58,0.62192214
2013-08-28 23:58,0.6324165
2013-08-29 23:58,0.6294226
2013-08-30 23:58,0.6142763
2013-08-31 23:58,0.6142763
2013-09-02 23:58,0.618543
2013-09-03 23:58,0.6209205
2013-09-04 23:58,0.6136602
2013-09-05 23:58,0.6053852
2013-09-06 23:58,0.6230229
2013-09-07 23:58,0.6230229
2013-09-08 23:58,0.6230229
2013-09-09 23:58,0.611773
2013-09-10 23:58,0.6158416
2013-09-11 23:58,0.6208628
2013-09-12 23:58,0.613933
2013-09-13 23:58,0.61788675
2013-09-14 23:58,0.61788675
2013-09-15 23:58,0.6170775
2013-09-16 23:58,0.6208749
2013-09-17 23:58,0.612846
2013-09-18 23:58,0.6300778
2013-09-19 23:58,0.6219
2013-09-20 23:58,0.6129458
2013-09-21 23:58,0.6129458
2013-09-22 23:58,0.617792
2013-09-23 23:58,0.6161444
2013-09-24 23:58,0.6196736
2013-09-25 23:58,0.6186813
2013-09-26 23:58,0.6135962
2013-09-27 23:58,0.6188292
2013-09-29 23:58,0.622809
2013-09-30 23:58,0.6189162
2013-10-01 23:58,0.6204651
2013-10-02 23:58,0.6163551
2013-10-03 23:58,0.6214588
2013-10-04 23:58,0.61673712
2013-10-05 23:58,0.61673712
2013-10-06 23:58,0.6162552
2013-10-07 23:58,0.613536
2013-10-08 23:58,0.6184391
2013-10-09 23:58,0.6181
2013-10-10 23:58,0.6167161
2013-10-11 23:58,0.6150864
2013-10-12 23:58,0.61562117
2013-10-14 23:58,0.6162552
2013-10-15 23:58,0.6183
2013-10-16 23:58,0.6126565
2013-10-17 23:58,0.617721
2013-10-18 23:58,0.61233
2013-10-19 23:58,0.61233
2013-10-20 23:58,0.6124
2013-10-21 23:58,0.6074124
2013-10-22 23:58,0.6186309
2013-10-23 23:58,0.6170456
2013-10-24 23:58,0.618187
2013-10-25 23:58,0.61458
2013-10-26 23:58,0.61458
2013-10-27 23:58,0.6144
2013-10-28 23:58,0.6157151
2013-10-29 23:58,0.618187
2013-10-30 23:58,0.6168792
2013-10-31 23:58,0.6209556
2013-11-01 23:58,0.61619514
2013-11-02 23:58,0.61619514
2013-11-04 23:58,0.6198
2013-11-05 23:58,0.6216
2013-11-06 23:58,0.618453
2013-11-07 23:58,0.614673
2013-11-08 23:58,0.61473432
2013-11-10 23:58,0.6232656
2013-11-11 23:58,0.6201996
2013-11-12 23:58,0.6223308
2013-11-13 23:58,0.6216597
2013-11-14 23:58,0.6184224
2013-11-15 23:58,0.61776513
2013-11-17 23:58,0.6151851
2013-11-18 23:58,0.61578
2013-11-21 23:58,0.6185618
2013-11-23 23:58,0.61847836
2013-11-25 23:58,0.61815467
2013-11-26 23:58,0.6171048
2013-11-28 23:58,0.61851283
2013-11-29 23:58,0.61643296
2013-11-30 23:58,0.61580904
2013-12-01 23:58,0.6164802
2013-12-02 23:58,0.61757138
2013-12-03 23:58,0.6173937
2013-12-04 23:58,0.613915
2013-12-05 23:58,0.6164158
2013-12-06 23:58,0.6173514
2013-12-07 23:58,0.61919424
2013-12-08 23:58,0.616392
2013-12-09 23:58,0.6153957
2013-12-10 23:58,0.6165078
2013-12-11 23:58,0.6214431
2013-12-12 23:58,0.6197352
2013-12-13 23:58,0.61814872
2013-12-14 23:58,0.6187706
2013-12-15 23:58,0.6187706
2013-12-16 23:58,0.6184178
2013-12-17 23:58,0.6171
2013-12-18 23:58,0.6178188
2013-12-19 23:58,0.6208524
2013-12-20 23:58,0.61745028
2013-12-21 23:58,0.61869014
2013-12-22 23:58,0.6189596
2013-12-23 23:58,0.6165448
2013-12-24 23:58,0.61748
2013-12-26 23:58,0.6189
2013-12-27 23:58,0.61994933
2013-12-28 23:58,0.61499469
2013-12-29 23:58,0.6123831
2013-12-30 23:58,0.6178
2013-12-31 23:58,0.61803
2014-01-01 23:58,0.6165448
2014-01-02 23:58,0.6150146
2014-01-03 23:58,0.61747719
2014-01-04 23:58,0.61498987
2014-01-05 23:58,0.6154547
2014-01-06 23:58,0.616869
2014-01-07 23:58,0.614592
2014-01-08 23:58,0.6187152
2014-01-09 23:58,0.6153288
2014-01-10 23:58,0.617762
2014-01-11 23:58,0.621476
2014-01-12 23:58,0.6168576
2014-01-13 23:58,0.6165441
2014-01-14 23:58,0.6183882
2014-01-15 23:58,0.6178616
2014-01-16 23:58,0.6166568
2014-01-17 23:58,0.61784152
2014-01-18 23:58,0.61538
2014-01-19 23:58,0.6155
2014-01-20 23:58,0.61802854
2014-01-21 23:58,0.6184606
2014-01-22 23:58,0.6187
2014-01-23 23:58,0.6200574
2014-01-24 23:58,0.6174768
2014-01-25 23:58,0.61559616
2014-01-26 23:58,0.6160086
2014-01-27 23:58,0.6198564
2014-01-28 23:58,0.6150668
2014-01-29 23:58,0.61718384
2014-01-30 23:58,0.6156228
2014-01-31 23:58,0.6142444
2014-02-01 23:58,0.61487118
2014-02-02 23:58,0.613125
