Date,Close
2013-06-16 23:58,0.01075
2013-06-17 23:58,0.01073
2013-06-18 23:58,0.0105
2013-06-19 23:58,0.01039
2013-06-20 23:58,0.0103
2013-06-21 23:58,0.01035
2013-06-22 23:58,0.01035
2013-06-23 23:58,0.01035
2013-06-24 23:58,0.01032
2013-06-25 23:58,0.01033
2013-06-26 23:58,0.01016
2013-06-27 23:58,0.01026
2013-06-28 23:58,0.01037
2013-06-29 23:58,0.01037
2013-06-30 23:58,0.01037
2013-07-01 23:58,0.01047
2013-07-02 23:58,0.01029
2013-07-03 23:58,0.01025
2013-07-04 23:58,0.01014
2013-07-05 23:58,0.01013
2013-07-06 23:58,0.01014
2013-07-07 23:58,0.01014
2013-07-08 23:58,0.01017
2013-07-09 23:58,0.01013
2013-07-10 23:58,0.01042
2013-07-11 23:58,0.01031
2013-07-12 23:58,0.01027
2013-07-13 23:58,0.01027
2013-07-14 23:58,0.01027
2013-07-15 23:58,0.01035
2013-07-16 23:58,0.0104
2013-07-17 23:58,0.01033
2013-07-18 23:58,0.01037
2013-07-19 23:58,0.01037
2013-07-20 23:58,0.01037
2013-07-22 23:58,0.01034
2013-07-23 23:58,0.01035
2013-07-24 23:58,0.01042
2013-07-25 23:58,0.01055
2013-07-26 23:58,0.01045
2013-07-27 23:58,0.01045
2013-07-28 23:58,0.01045
2013-07-29 23:58,0.01035
2013-07-30 23:58,0.01021
2013-07-31 23:58,0.01019
2013-08-01 23:58,0.01021
2013-08-02 23:58,0.01015
2013-08-03 23:58,0.01015
2013-08-04 23:58,0.01015
2013-08-05 23:58,0.01015
2013-08-06 23:58,0.01001
2013-08-07 23:58,0.01015
2013-08-08 23:58,0.01016
2013-08-09 23:58,0.01011
2013-08-12 23:58,0.01008
2013-08-13 23:58,0.01009
2013-08-14 23:58,0.01007
2013-08-15 23:58,0.01009
2013-08-16 23:58,0.00994
2013-08-17 23:58,0.00995
2013-08-18 23:58,0.00995
2013-08-19 23:58,0.00978
2013-08-20 23:58,0.00975
2013-08-21 23:58,0.00954
2013-08-22 23:58,0.00945
2013-08-23 23:58,0.00967
2013-08-24 23:58,0.00967
2013-08-25 23:58,0.00967
2013-08-26 23:58,0.00956
2013-08-27 23:58,0.00938
2013-08-28 23:58,0.00939
2013-08-29 23:58,0.00934
2013-08-30 23:58,0.00935
2013-08-31 23:58,0.00935
2013-09-02 23:58,0.0093
2013-09-03 23:58,0.00905
2013-09-04 23:58,0.00926
2013-09-05 23:58,0.00922
2013-09-06 23:58,0.00955
2013-09-07 23:58,0.00955
2013-09-08 23:58,0.00955
2013-09-09 23:58,0.00955
2013-09-10 23:58,0.00968
2013-09-11 23:58,0.00983
2013-09-12 23:58,0.00965
2013-09-13 23:58,0.00975
2013-09-14 23:58,0.00975
2013-09-15 23:58,0.00975
2013-09-16 23:58,0.00981
2013-09-17 23:58,0.0097
2013-09-18 23:58,0.00991
2013-09-19 23:58,0.01
2013-09-20 23:58,0.00985
2013-09-21 23:58,0.00985
2013-09-22 23:58,0.00985
2013-09-23 23:58,0.00983
2013-09-24 23:58,0.00988
2013-09-25 23:58,0.00991
2013-09-26 23:58,0.00994
2013-09-27 23:58,0.0099
2013-09-29 23:58,0.0099
2013-09-30 23:58,0.00989
2013-10-01 23:58,0.00991
2013-10-02 23:58,0.00993
2013-10-03 23:58,0.01003
2013-10-04 23:58,0.01004
2013-10-05 23:58,0.01004
2013-10-06 23:58,0.01004
2013-10-07 23:58,0.00996
2013-10-08 23:58,0.00997
2013-10-09 23:58,0.01
2013-10-10 23:58,0.01001
2013-10-11 23:58,0.01009
2013-10-12 23:58,0.01009
2013-10-14 23:58,0.01004
2013-10-15 23:58,0.01
2013-10-16 23:58,0.00997
2013-10-17 23:58,0.01011
2013-10-18 23:58,0.01
2013-10-19 23:58,0.01
2013-10-20 23:58,0.01
2013-10-21 23:58,0.01002
